,id,name,MUC_R,MUC_P,MUC_F1,B3_R,B3_P,B3_F1,CEAFm_R,CEAFm_P,CEAFm_F1,CEAFe_R,CEAFe_P,CEAFe_F1,BLANC_R,BLANC_P,BLANC_F1,LEA_R,LEA_P,LEA_F1,CoNLL_2012
76,77,codecivildesfrancais-2-001,0.8571428571428571,1.0,0.923076923076923,0.8541666666666666,1.0,0.9213483146067415,0.9166666666666666,1.0,0.9565217391304347,0.9714285714285715,0.9714285714285715,0.9714285714285715,0.7785714285714285,1.0,0.8733031674208145,0.8333333333333334,1.0,0.9090909090909091,0.9386179363707453
77,78,coeffeteauhistoire-000,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8846153846153846,0.9166666666666666,0.9003558718861209,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.857487922705314,0.9444444444444444,0.8968253968253967,0.7692307692307693,0.8333333333333334,0.8,0.8686611925046088
78,79,coeffeteauhistoire-001,0.8571428571428571,1.0,0.923076923076923,0.8611111111111112,1.0,0.9253731343283582,0.9166666666666666,1.0,0.9565217391304347,0.96,0.96,0.96,0.8099415204678362,1.0,0.8946428571428571,0.8333333333333334,1.0,0.9090909090909091,0.9361500191350938
79,80,es-004,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9615384615384616,0.952914798206278,0.9259259259259259,0.9615384615384616,0.9433962264150942,0.8518518518518517,0.9583333333333333,0.9019607843137255,0.947003631961259,0.9910714285714286,0.9680217831813576,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.933106675654816
80,81,chateaubriandgenie-006,0.875,0.875,0.875,0.9117647058823529,0.9375,0.9244532803180915,0.8823529411764706,0.9375,0.9090909090909091,0.8518518518518517,0.9583333333333333,0.9019607843137255,0.875,0.9375,0.9041666666666667,0.8235294117647058,0.875,0.8484848484848485,0.9004713548772724
81,82,co-003,0.9523809523809523,1.0,0.975609756097561,0.9228571428571428,1.0,0.9598811292719167,0.96,1.0,0.9795918367346939,0.9907407407407407,0.9907407407407407,0.9907407407407406,0.9111689814814815,1.0,0.9532349872555105,0.92,1.0,0.9583333333333334,0.9754105420367394
82,83,aden-055,0.875,0.875,0.875,0.888888888888889,0.9047619047619048,0.896755162241888,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8095238095238094,0.9444444444444443,0.8717948717948717,0.8263157894736842,0.9,0.8602272727272727,0.8,0.8571428571428571,0.8275862068965518,0.8811833446789199
83,84,aden-056,0.875,1.0,0.9333333333333333,0.880952380952381,1.0,0.9367088607594937,0.9285714285714286,1.0,0.962962962962963,0.9666666666666667,0.9666666666666667,0.9666666666666666,0.8320987654320988,1.0,0.9080206033848417,0.8571428571428571,1.0,0.923076923076923,0.9455696202531645
84,85,aden-057,0.75,0.75,0.75,0.7916666666666666,0.8095238095238095,0.8004956629491945,0.75,0.8571428571428571,0.8,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.6478260869565218,0.8,0.7102564102564102,0.625,0.7142857142857143,0.6666666666666666,0.7708001416179855
85,86,aden-058,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9333333333333333,0.9384615384615385,0.9358904109589041,0.9259259259259259,0.9615384615384616,0.9433962264150942,0.8666666666666667,0.975,0.9176470588235294,0.9138987883107625,0.9565217391304348,0.934261465157832,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.9326606380756259
86,87,aden-033,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9123931623931625,0.9234234234234233,0.917875155976386,0.8974358974358975,0.9459459459459459,0.9210526315789473,0.8012820512820512,0.9469696969696969,0.8680555555555555,0.9139249182748075,0.9712643678160919,0.9408507425119557,0.8461538461538461,0.8918918918918919,0.868421052631579,0.9030025448696215
87,88,aden-060,0.9375,0.9375,0.9375,0.9347826086956522,0.9545454545454546,0.944560669456067,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.8095238095238095,0.9444444444444445,0.8717948717948718,0.935856807511737,0.9875,0.9602722772277228,0.8695652173913043,0.9090909090909091,0.888888888888889,0.9179518470836463
